procdet,pv,tipo,geojson,procedencia,empresa_informante,tejas_match,tejas_found_in
25 de Mayo-Medanito SE,Venteo Bat 08,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.8336791992188,-38.0515747070312]}",PLANTA COMPRESORA,PETROBRAS ARGENTINA S.A.,False,
25 de Mayo-Medanito SE,Veneto Bat 09,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.8541870117188,-38.0355834960938]}",PLANTA COMPRESORA,PETROBRAS ARGENTINA S.A.,False,
Rio Neuquen,Antorcha Bat 09,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.2218017578125,-38.7047119140625]}",YACIMIENTO,PETROBRAS ARGENTINA S.A.,False,
Rio Neuquen,Chimenea de quema,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.1986083984375,-38.7476806640625]}",YACIMIENTO,PETROBRAS ARGENTINA S.A.,False,
BATCPI06,BATCPI06-SVENTEOS,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.4814967999999,-53.0213550989999]}",PLANTA COMPRESORA,YPF S.A.,False,
BATRNQ01,PV-BATNQN01,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.199764635,-38.735096917]}",PLANTA COMPRESORA,YPF S.A.,False,
BATLSA0B,BATLSA0B-SVENTEOS-EFL401,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.270552461,-53.435049495]}",YACIMIENTO,YPF S.A.,False,
Bayo 01,Planta Compresora de Gas,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.0260403218034,-46.0799870361727]}",YACIMIENTO,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,False,
Planta Tratamiento Gas Piquirenda,PTG-PIQUIRENDA,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-63.770068106358,-22.3521753397201]}",YACIMIENTO,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,False,
San Pedrito,SP.x-2,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-64.0292678214528,-22.4173998348344]}",YACIMIENTO,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,False,
San Pedrito,SP.e-3,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-64.0049388587413,-22.3415065482885]}",YACIMIENTO,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,False,
COMPLEJO BAT1 - PCLOR 1 Y 2,BATERIA 1 Y PLANTAS COMPRESORAS GAS,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.2928755537637,-38.7272489012158]}",YACIMIENTO,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,False,
Planta Tratamiento Gas Piquirenda,PTG-PIQUIRENDA,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-63.7697644403766,-22.3509880610501]}",YACIMIENTO,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,False,
PCG Planta San Pedrito,PCG-SAN PEDRITO,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-63.9902751987414,-22.3446398096794]}",YACIMIENTO,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,False,
PUNTO C,PLANTA COMPRESORA DE GAS,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5468474774291,-38.6735424264418]}",YACIMIENTO,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,False,
PUNTO B,PLANTA COMPRESORA DE GAS,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5985423738314,-38.6507403479886]}",YACIMIENTO,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,False,
Valle Hermoso 02,Planta Compresora de Gas,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.533050418542,-45.7865143566522]}",YACIMIENTO,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,False,
Zorro 01,Planta Compresora de Gas,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5486452995409,-45.8759414795156]}",YACIMIENTO,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,False,
PCG Planta Macueta,PCG-MACUETA,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-63.9094461890903,-22.0357138689998]}",YACIMIENTO,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,False,
Macueta,Mac.x-1001 bis,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-63.907891337715,-22.0105918229542]}",YACIMIENTO,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,False,
Macueta,Mac-1006(d),CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-63.9070481504517,-22.0120051830927]}",YACIMIENTO,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,False,
Macueta,MacS.a-1003,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-63.9291284096483,-22.0759223076683]}",YACIMIENTO,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,False,
Bajo Guadaloso,Bat BGU,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5093333870046,-53.5391666480478]}",YACIMIENTO,PETROLERA LF COMPANY S.R.L.,False,
BATERIA 1,BAT-1,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.6025,-36.9552]}",PLANTA COMPRESORA,SAN JORGE PETROLEUM S.A.,False,
USPTRG01,USPTRG01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.785147345,-38.711925992]}",YACIMIENTO,YPF S.A.,False,
PTCLCE01,PTCLCE01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.71189684,-38.3581739689999]}",YACIMIENTO,YPF S.A.,False,
USPLLL13,USPLLL13-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.713512411,-38.425324286]}",YACIMIENTO,YPF S.A.,False,
USPLLL13,USPLLL13-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.713512411,-38.425324286]}",YACIMIENTO,YPF S.A.,False,
USPLCE04,USPLCE04-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.631904887,-38.416201627]}",YACIMIENTO,YPF S.A.,False,
USPLLL06,USPLLL06-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.769874691,-38.4174210159999]}",YACIMIENTO,YPF S.A.,False,
Yacimiento ADC,Antorcha Batería Central 01,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.35726389,-38.933675]}",YACIMIENTO,CAPEX S.A.,False,
Yacimiento ADC,Antorcha Batería Central 02,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.35758056,-38.93331389]}",YACIMIENTO,CAPEX S.A.,False,
Centro de Compresión USP 25,Antorcha Centro de Compresión,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.42688889,-38.91786111]}",YACIMIENTO,CAPEX S.A.,False,
BATLOM15,PV-BATLOM15,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.248214966,-37.3231781]}",PLANTA COMPRESORA,YPF S.A.,False,
BATSPD01,PV-BATSPD01,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.138323065,-37.681149035]}",PLANTA COMPRESORA,YPF S.A.,False,
Carmen Silva,Bat CS,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.3726389355841,-53.4843333424161]}",YACIMIENTO,PETROLERA LF COMPANY S.R.L.,False,
San Sebastian,Pta SS,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.15236115782,-53.3600833392027]}",YACIMIENTO,PETROLERA LF COMPANY S.R.L.,False,
San Sebastian 1,Bat SS1,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.0996667179868,-53.4067777420705]}",YACIMIENTO,PETROLERA LF COMPANY S.R.L.,False,
San Sebastian 2,Bat SS2,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.1373332810535,-53.3794721891295]}",YACIMIENTO,PETROLERA LF COMPANY S.R.L.,False,
San Sebastian 3,Bat SS3,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.1477500690607,-53.349749972116]}",YACIMIENTO,PETROLERA LF COMPANY S.R.L.,False,
San Sebastian 4,Bat SS4,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.1826388909506,-53.320222254037]}",YACIMIENTO,PETROLERA LF COMPANY S.R.L.,False,
Lago fuego,Pta LF,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.5337221905454,-53.9694722549689]}",YACIMIENTO,PETROLERA LF COMPANY S.R.L.,False,
CaÃ±adon Piedras,Pta CP,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5146944013934,-53.0392222624473]}",YACIMIENTO,PETROLERA LF COMPANY S.R.L.,False,
CaÃ±adon Piedras 1,Bat CP1,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.3965555377881,-52.9968610703599]}",PLANTA COMPRESORA,PETROLERA LF COMPANY S.R.L.,False,
BATLIM02,PV-BATLIM02,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.256272189,-37.359169817]}",PLANTA COMPRESORA,YPF S.A.,False,
San Pedrito,SP.x-1,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-64.0181347208406,-22.3729009797963]}",YACIMIENTO,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,False,
San Pedrito,SP.e-4,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-64.0030944967136,-22.3116211081276]}",YACIMIENTO,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,False,
ORIENTAL,PLANTA COMPRESORA DE GAS,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.2470460600276,-38.7522331171646]}",YACIMIENTO,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,False,
OCCIDENTAL,PLANTA COMPRESORA DE GAS,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5086561839357,-38.6961320778331]}",YACIMIENTO,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,False,
Tres Picos 01,Planta Compresora de Gas,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5952056210425,-45.8810943897942]}",YACIMIENTO,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,False,
PTGSBR01,PTGSBR01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.835764433,-38.750408293]}",YACIMIENTO,YPF S.A.,False,
La Jarilla,Venteo de Planta La Jarilla,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.8608829952194,-38.3239349685515]}",YACIMIENTO,TECPETROL S.A.,False,
CaÃ±adon Piedras 2,Bat CP2,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5453888249593,-53.0003055211733]}",PLANTA COMPRESORA,PETROLERA LF COMPANY S.R.L.,False,
Fortin de Piedra,Venteo de Planta CPF Fortin de Piedra,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.0491810254649,-38.4671860561642]}",YACIMIENTO,TECPETROL S.A.,False,
Planta Estancia La Mariposa,Venteo de Estancia La Mariposa,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.12811604,-46.10499961]}",YACIMIENTO,TECPETROL S.A.,False,
PRG-CD2,"Planta Reguladora de Gas
",CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.2927437859969,-45.7632760737318]}",YACIMIENTO,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,False,
PCG-CD1,Planta Compresora de Gas,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.2946058709641,-45.7671837521284]}",YACIMIENTO,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,False,
PCG-AG1,Planta Compresora de Gas,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.9657367244702,-45.8316930865666]}",YACIMIENTO,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,False,
Zorro 03,Planta Tratamiento de Gas,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5428186864332,-45.8709974205944]}",YACIMIENTO,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,False,
CD1000,Estacion de Control,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.2921111668968,-45.7701244380923]}",YACIMIENTO,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,False,
PCLOR 3,PLANTA COMPRESORA GAS,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.2956622308272,-38.7208307671261]}",YACIMIENTO,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,False,
LOC3,PLANTA TRATAMIENTO GAS,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5142414747642,-38.697940327584]}",YACIMIENTO,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,False,
Zorro 02,Planta Reguladora de Gas,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5435009166339,-45.8633510284272]}",YACIMIENTO,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,False,
USPEOR01,USPEOR01-SVENTEOS-EFL002,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.2182949429999,-37.987152587]}",YACIMIENTO,YPF S.A.,False,
Bateria Bloque Bajo,Venteo de bateria Bloque Bajo,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-63.858958953,-22.5607441989999]}",YACIMIENTO,TECPETROL S.A.,False,
Planta Aguarague,Venteo de planta Aguarague,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-63.8423497809999,-22.6111566079999]}",YACIMIENTO,TECPETROL S.A.,False,
Planta de Tratamiento El Tordillo,Venteo de Planta El Tordillo,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.888241,-45.877287]}",YACIMIENTO,TECPETROL S.A.,False,
SAN MARTIN,PV-SM-1001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.581102,-53.257561]}",YACIMIENTO,ROCH S.A.,False,
BATLCO09,BATLCO09-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.912987416,-38.308629148]}",YACIMIENTO,YPF S.A.,False,
BATCFT02,BATCFT02-SVENTEOS-SCC001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.3750665859999,-36.2255701949999]}",PLANTA COMPRESORA,YPF S.A.,False,
BATLOM14,PV-BATLOM14,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.2253366209999,-37.339908223]}",PLANTA COMPRESORA,YPF S.A.,False,
BATRNQ03,PV-BATNQN03,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.2279446479999,-38.751187344]}",PLANTA COMPRESORA,YPF S.A.,False,
USPLLL09,USPLLL09-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.697605396,-38.48528049]}",YACIMIENTO,YPF S.A.,False,
BATCHI16,PV-BATCHI16,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.2486610839999,-37.309041505]}",PLANTA COMPRESORA,YPF S.A.,False,
BATCHI10,PV-BATCHI10,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.310054985,-37.3355320429999]}",PLANTA COMPRESORA,YPF S.A.,False,
BATERIA,OESTE-MZAN-VENTEO BAT-10VIZ,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.4911084044293,-33.5426985179222]}",YACIMIENTO,YPF S.A.,False,
PLANTA COMPRESORA,OESTE-MZAN-VENTEO PTC-VM - Extraordinario,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.6324738602804,-33.4891776092592]}",YACIMIENTO,YPF S.A.,False,
BATLOM19,PV-BATLOM19,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.1960892979999,-37.2741974099999]}",PLANTA COMPRESORA,YPF S.A.,False,
BATRNQ06,BATRNQ06-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.260005947,-38.694607376]}",YACIMIENTO,YPF S.A.,False,
USPLLL11,USPLLL11-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.6077387449999,-38.516102393]}",YACIMIENTO,YPF S.A.,False,
PLANTA DE ALMACENAMIENTO,VENTEO CAIMANCITO 1,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-64.5619305555555,-23.6745055555556]}",YACIMIENTO,PETRO AP S.A.,False,
YACIMIENTO CAIMANCITO,VENTEO CAIMANCITO 2,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-64.60677778,-23.64258056]}",YACIMIENTO,PETRO AP S.A.,False,
Compresor Frick,Antorcha Frick,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.05775,-45.79747]}",YACIMIENTO,ENAP SIPETROL ARGENTINA S.A.,False,
No se produce quema,Antorcha AM-1,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.3858,-52.5314]}",YACIMIENTO,ENAP SIPETROL ARGENTINA S.A.,False,
AM-1; AM-2; AM-5 y AM-6,Antorcha AM-2,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.3127,-52.5491]}",YACIMIENTO,ENAP SIPETROL ARGENTINA S.A.,False,
AM-2 y AM-3,Antorcha AM-3,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.2816,-52.5226]}",YACIMIENTO,ENAP SIPETROL ARGENTINA S.A.,False,
No se produce quema,Antorcha AM-4,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.2535,-52.5706]}",YACIMIENTO,ENAP SIPETROL ARGENTINA S.A.,False,
AM-6,Antorcha AM-5,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.1303,-52.6062]}",YACIMIENTO,ENAP SIPETROL ARGENTINA S.A.,False,
Terminal del gasoducto,Antorcha BRM,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.4092,-52.3303]}",YACIMIENTO,ENAP SIPETROL ARGENTINA S.A.,False,
Planta RÃ­o Cullen,Punto de venteo,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.3474965067796,-52.9000624080549]}",PLANTA COMPRESORA,TOTAL AUSTRAL S.A.,False,
USP-4 San Roque,Antorcha,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.0348265908669,-37.9624669815466]}",YACIMIENTO,TOTAL AUSTRAL S.A.,False,
Bateria satelite Campo Duran,Venteo de bateria satelite Campo Duran,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-63.638656826,-22.1731686689999]}",YACIMIENTO,TECPETROL S.A.,False,
EstaciÃ³n 22-S,Venteo de EstaciÃ³n 22,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.9378923092216,-45.8790164568731]}",YACIMIENTO,TECPETROL S.A.,False,
EstaciÃ³n 28-S,Venteo de EstaciÃ³n 28,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.906609904181,-45.8737377731151]}",YACIMIENTO,TECPETROL S.A.,False,
LOS FLAMENCOS GAS PLUS,PV-LF-101,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.9746055555556,-53.7319361111111]}",YACIMIENTO,ROCH S.A.,False,
Macueta,MN-L-1001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-63.9078913380157,-22.010591823004]}",YACIMIENTO,PAN AMERICAN ENERGY SL,False,
Macueta,MN-L-1006,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-63.9070481501829,-22.0120051831123]}",YACIMIENTO,PAN AMERICAN ENERGY SL,False,
Macueta,MN-L-1201,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-63.9291284098813,-22.0759223079136]}",YACIMIENTO,PAN AMERICAN ENERGY SL,False,
San Pedrito,SP-L-5001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-64.0181347209473,-22.372900980155]}",YACIMIENTO,PAN AMERICAN ENERGY SL,False,
COMPLEJO BAT1 - PCLOR 1 Y 2,ANTORCHA- COMPLEJO BAT1-PCLOR 1 Y 2,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.2920708689281,-38.7263580120898]}",YACIMIENTO,PAN AMERICAN ENERGY SL,False,
BATLOM27,PV-BATLOM27,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.241616498,-37.293020605]}",PLANTA COMPRESORA,YPF S.A.,False,
USPEOR02,USPEOR02-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.183749071,-37.973157365]}",YACIMIENTO,YPF S.A.,False,
USPLLL02,USPLLL02-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.6374169109999,-38.455847478]}",YACIMIENTO,YPF S.A.,False,
BATLCC01,BATLCC01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.795519457,-38.3071709979999]}",YACIMIENTO,YPF S.A.,False,
BATLOM12,PV-BATLOM12,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.2522731889999,-37.34097743]}",PLANTA COMPRESORA,YPF S.A.,False,
PTGLLL01,PTGLLL01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.599339127,-38.502559197]}",YACIMIENTO,YPF S.A.,False,
PCGLPC05,PCGLPC05-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.276029061,-46.208788816]}",YACIMIENTO,YPF S.A.,False,
PTCLLL01,PTCLLL01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.742348767,-38.417674479]}",YACIMIENTO,YPF S.A.,False,
BATBGU01,BATBGU01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5093301749999,-53.5391605999999]}",YACIMIENTO,YPF S.A.,False,
BATPHC04,BATPHC04-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.212373516,-38.8999423189999]}",YACIMIENTO,YPF S.A.,False,
BATLCE05,BATLCE05-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.6384106689999,-38.348571991]}",YACIMIENTO,YPF S.A.,False,
PCGVIZ01,PCGVIZ01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.414582657,-33.5461194289999]}",YACIMIENTO,YPF S.A.,False,
PCGBCA01,PCGBCA01-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.7766519049999,-33.1285080329999]}",YACIMIENTO,YPF S.A.,False,
USPLLL05,USPLLL05-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.67291603,-38.5016584209999]}",YACIMIENTO,YPF S.A.,False,
BATVEN01,BATVEN01-SVENTEOS-SCC001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.687338349,-33.3267321119999]}",YACIMIENTO,YPF S.A.,False,
BATCAM01,BATCAM01-SVENTEOS-SCTRL001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.393546825,-36.9872362369999]}",PLANTA COMPRESORA,YPF S.A.,False,
Planta de Tratamiento de Crudo El Sosneado,Venteo (Flare) Gral,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.3952,-35.05087]}",PLANTA COMPRESORA,PETROQUIMICA COMODORO RIVADAVIA S.A.,False,
Planta Compresora Medanito,Venteo (Flear) 1,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.78021,-38.02064]}",YACIMIENTO,PETROQUIMICA COMODORO RIVADAVIA S.A.,False,
Compresor La Mariposa,Venteo (Flear) 2,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.5608,-38.04338]}",YACIMIENTO,PETROQUIMICA COMODORO RIVADAVIA S.A.,False,
Compresor Bat-5,Venteo (Flear) 3,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.56536,-38.13904]}",YACIMIENTO,PETROQUIMICA COMODORO RIVADAVIA S.A.,False,
Aguada  de los Indios Sur,Venteo de ADI-BTA-02,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.80218,-38.46627]}",YACIMIENTO,TECPETROL S.A.,False,
Fortin de Piedra,Venteo 1 Planta EFP- Fortin de Piedra,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.030638889,-38.4576638889999]}",YACIMIENTO,TECPETROL S.A.,False,
Fortin de Piedra,Venteo 2 Planta EPF-Fortin de Piedra,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.032433333,-38.4577138889999]}",YACIMIENTO,TECPETROL S.A.,False,
BaterÃ­a Puesto Pozo Cercado 1002,Venteo PPC,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.9082610700279,-33.3745111059397]}",YACIMIENTO,CHAÑARES ENERGIA S.A.,False,
LOS FLAMENCOS,PV-LF-102,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.052005,-53.423105]}",YACIMIENTO,ROCH S.A.,False,
RIO CHICO-LAS VIOLETAS-LOS PATOS-LOS FLAMENCOS,VENTEO PLANTA RIO CHICO,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.96083473,-53.67696922]}",YACIMIENTO,ROCH S.A.,False,
RIO CHICO-LAS VIOLETAS-LOS PATOS-LOS FLAMENCOS,ALIVIO LA MARINA,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.10240104292,-53.50265276218]}",YACIMIENTO,ROCH S.A.,False,
RIO CULLEN,VENTEO PLANTA RIO CULLEN,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.48173097,-52.70908092]}",YACIMIENTO,ROCH S.A.,False,
NB,NB,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.0174720753813,-38.8613003405931]}",YACIMIENTO,,False,
PE,PE,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.0543821433852,-38.8566864526232]}",YACIMIENTO,,False,
BG,BG,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.1478956239644,-38.8404361991183]}",YACIMIENTO,,False,
PTZ DEW POINT,PTZ DEW POINT,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.5100095484045,-38.9969624812627]}",YACIMIENTO,,False,
GU3,GU3,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.2672440349164,-38.8587534534081]}",YACIMIENTO,,False,
