Numero;Tipo_de_incidente;DSC_GRAVIDADE_TIPO;DSC_QUASE_ACIDENTE_ACIDENTE
2409/000111;SSO - Quase acidente de alto potencial;;
2409/000112;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas;;
2409/000112;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000112;SSO - Queima ou emissão de gás por motivo de emergência;;
2409/000112;SSO - Falha de sistema crítico de segurança operacional;;
2409/000113;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2409/000114;SSO - Vazamento significante de gás inflamável;;
2409/000115;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000116;SSO - Descarte fora de especificação de água produzida;;
2409/000117;SSO - Descarga significante de água produzida;;
2409/000117;SSO - Perda de contenção primária significante de água produzida;;
2409/000118;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000118;SSO - Queima ou emissão de gás por motivo de emergência;;
2409/000119;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2409/000120;SSO - Queda no mar de equipamento ou material;;
2409/000121;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000121;SSO - Queima ou emissão de gás por motivo de emergência;;
2409/000122;SSO - Descarte fora de especificação de água produzida;;
2409/000123;SSO - Descarte fora de especificação de água produzida;;
2409/000124;SSO - Descarte fora de especificação de água produzida;;
2409/000125;SSO - Descarte fora de especificação de água produzida;;
2409/000126;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000127;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2409/000128;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2409/000129;SSO - Descarga significante de substância nociva ou perigosa;;
2409/000129;SSO - Falha no Blowout Preventer (BOP);;
2409/000130;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000130;SSO - Queima ou emissão de gás por motivo de emergência;;
2409/000131;SSO - Ferimento grave;;
2409/000132;SSO - Queda no mar de equipamento ou material;;
2409/000133;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas;;
2409/000133;SSO - Quase acidente de alto potencial;;
2409/000134;SSO - Perda de circulação;;
2409/000135;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas;;
2409/000136;SSO - Perda de circulação;;
2409/000137;SSO - Ferimento com afastamento por mais de 3 (três) dias;;
2409/000138;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2409/000139;SSO - Ferimento com afastamento por mais de 3 (três) dias;;
2409/000140;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000140;SSO - Queima ou emissão de gás por motivo de emergência;;
2409/000141;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000141;SSO - Queima ou emissão de gás por motivo de emergência;;
2409/000142;SSO - Descarga menor de óleo;;
2409/000143;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000143;SSO - Queima ou emissão de gás por motivo de emergência;;
2409/000144;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000145;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000146;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000147;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000148;SSO - Princípio de incêndio;;
2409/000149;SSO - Perda de contenção primária significante de óleo;;
2409/000150;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2409/000151;SSO - Falha do sistema de ancoragem;;
2409/000152;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2409/000153;SSO - Ferimento com afastamento por mais de 3 (três) dias;;
2409/000154;SSO - Descarga menor de substância nociva ou perigosa;;
2409/000155;SSO - Perda de contenção primária significante de óleo;;
2409/000156;SSO - Adernamento;;
2409/000156;SSO - Quase acidente de alto potencial;;
2409/000157;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000157;SSO - Queima ou emissão de gás por motivo de emergência;;
2409/000158;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000159;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000160;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000161;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000162;SSO - Descarga significante de óleo;;
2409/000162;SSO - Perda de contenção primária significante de óleo;;
2409/000163;SSO - Perda de contenção primária significante de óleo;;
2409/000164;SSO - Descarga significante de substância nociva ou perigosa;;
2409/000164;SSO - Perda de contenção primária significante de substância nociva ou perigosa;;
2409/000165;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000165;SSO - Queima ou emissão de gás por motivo de emergência;;
2409/000166;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000167;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000168;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000169;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000170;SSO - Falha no Blowout Preventer (BOP);;
2409/000171;SSO - Perda de circulação;;
2409/000172;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000173;SSO - Descarga significante de água de injeção;;
2409/000173;SSO - Perda de contenção primária significante de água de injeção;;
2409/000174;SSO - Quase acidente de alto potencial;;
2409/000174;SSO - Queda de objetos;;
2409/000175;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2409/000176;SSO - Descarga significante de óleo;;
2409/000176;SSO - Perda de contenção primária significante de óleo;;
2409/000177;Ferimento grave;GRAVE;Acidente
2409/000178;SSO - Vazamento de H2S;;
2409/000179;SSO - Princípio de incêndio;;
2409/000180;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000180;SSO - Princípio de incêndio;;
2409/000180;SSO - Queima ou emissão de gás por motivo de emergência;;
2409/000181;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2409/000182;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000183;SSO - Quase acidente de alto potencial;;
2409/000183;SSO - Queda de objetos;;
2409/000184;SSO - Descarga significante de óleo;;
2409/000184;SSO - Perda de contenção primária significante de óleo;;
2409/000185;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000186;SSO - Descarga menor de substância nociva ou perigosa;;
2409/000187;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000188;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas;;
2409/000189;SSO - Descarga menor de substância nociva ou perigosa;;
2409/000190;SSO - Perda de circulação;;
2409/000191;SSO - Falha no Blowout Preventer (BOP);;
2409/000192;SSO - Quase acidente de alto potencial;;
2409/000192;SSO - Queda de objetos;;
2409/000193;SSO - Princípio de incêndio;;
2409/000194;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2409/000194;SSO - Queda de objetos;;
2409/000195;SSO - Falha no Blowout Preventer (BOP);;
2409/000196;SSO - Descarga significante de fluido de perfuração, completação ou intervenção em poços;;
2409/000196;SSO - Perda de contenção primária significante de fluido de perfuração, completação ou intervenção em poços;;
2409/000197;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2409/000198;SSO - Descarga significante de óleo;;
2409/000198;SSO - Perda de contenção primária significante de óleo;;
2409/000199;SSO - Descarga significante de óleo;;
2409/000199;SSO - Perda de contenção primária significante de óleo;;
2409/000200;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas;;
2409/000201;SSO - Descarga significante de óleo;;
2409/000201;SSO - Perda de contenção primária significante de óleo;;
2409/000201;SSO - Queda de objetos;;
2409/000203;SSO - Descarga significante de substância nociva ou perigosa;;
2409/000203;SSO - Falha no Blowout Preventer (BOP);;
2409/000204;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2409/000205;SSO - Quase acidente de alto potencial;;
2409/000205;SSO - Queda de objetos;;
2409/000207;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2409/000208;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas;;
2409/000209;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas;;
2409/000210;SSO - Queda no mar de equipamento ou material;;
2409/000211;SSO - Queda de objetos;;
2409/000212;SSO - Princípio de incêndio;;
2409/000213;SSO - Descarga significante de óleo;;
2409/000213;SSO - Perda de contenção primária significante de óleo;;
2409/000214;SSO - Quase acidente de alto potencial;;
2409/000214;SSO - Queda de objetos;;
2409/000215;SSO - Ferimento com afastamento de 1 (um) a 3 (três) dias;;
2409/000216;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000217;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000218;SSO - Perda de contenção primária significante de água produzida;;
2409/000219;SSO - Descarga significante de óleo;;
2409/000219;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2409/000219;SSO - Perda de contenção primária significante de óleo;;
2409/000220;SSO - Quase acidente de alto potencial;;
2409/000220;SSO - Queda de objetos;;
2409/000221;SSO - Descarga significante de óleo;;
2409/000221;SSO - Perda de contenção primária significante de óleo;;
2409/000222;SSO - Ferimento grave;;
2409/000223;SSO - Descarga menor de substância nociva ou perigosa;;
2409/000224;SSO - Perda de circulação;;
2409/000225;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2409/000226;SSO - Descarga significante de óleo;;
2409/000226;SSO - Perda de contenção primária significante de óleo;;
2409/000227;SSO - Ferimento com afastamento por mais de 3 (três) dias;;
2409/000228;SSO - Ferimento com afastamento de 1 (um) a 3 (três) dias;;
2409/000229;SSO - Perda de circulação;;
2410/000001;SSO - Ferimento com afastamento por mais de 3 (três) dias;;
2410/000002;SSO - Descarga significante de óleo;;
2410/000002;SSO - Perda de contenção primária significante de óleo;;
2410/000003;SSO - Princípio de incêndio;;
2410/000004;SSO - Queda no mar de equipamento ou material;;
2410/000005;SSO - Quase acidente de alto potencial;;
2410/000005;SSO - Queda de objetos;;
2410/000006;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2410/000007;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2410/000008;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2410/000009;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2410/000010;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2410/000011;SSO - Incêndio significante;;
2410/000012;SSO - Descarga menor de substância nociva ou perigosa;;
2410/000013;SSO - Descarga significante de óleo;;
2410/000013;SSO - Perda de contenção primária significante de óleo;;
2410/000014;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2410/000015;SSO - Quase acidente de alto potencial;;
2410/000015;SSO - Queda de objetos;;
2410/000016;SSO - Descarga menor de fluido de perfuração, completação ou intervenção em poços;;
2410/000017;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas;;
2410/000018;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
2410/000019;SSO - Descarga menor de óleo;;
2410/000020;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2410/000020;SSO - Queima ou emissão de gás por motivo de emergência;;
2410/000021;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2410/000022;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2410/000023;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2410/000024;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2410/000025;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2410/000025;SSO - Queima ou emissão de gás por motivo de emergência;;
2410/000026;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2410/000027;SSO - Princípio de incêndio;;
2410/000028;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
2410/000029;SSO - Constatação de mancha de origem indeterminada;;
2410/000030;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2410/000031;SSO - Ferimento com afastamento por mais de 3 (três) dias;;
2410/000033;SSO - Falha no Blowout Preventer (BOP);;
2410/000034;SSO - Quase acidente de alto potencial;;
2410/000034;SSO - Queda de objetos;;
2410/000035;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2410/000036;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
2410/000037;SSO - Queda de objetos;;
2410/000038;SSO - Parada emergencial de planta de processo (Emergency Shutdown - ESD);;
